time,temp,salt,OXY_oxy
2016-01-01 24:00:00,    7.649151,    0.020685,   13.429993
2016-01-02 24:00:00,    6.922722,    0.012239,   19.634767
2016-01-03 24:00:00,    6.499373,    0.010398,   26.887860
2016-01-04 24:00:00,    6.193847,    0.009496,   33.723627
2016-01-05 24:00:00,    5.769524,    0.005899,   26.944378
2016-01-06 24:00:00,    5.680438,    0.006014,   34.623657
2016-01-07 24:00:00,    5.564996,    0.005989,   34.548985
2016-01-08 24:00:00,    1.271410,    0.000119,   36.664372
2016-01-09 24:00:00,    5.206960,    0.003896,   32.696072
2016-01-10 24:00:00,    4.683709,    0.003169,   33.940238
2016-01-11 24:00:00,    4.453007,    0.002823,   38.256182
2016-01-12 24:00:00,    4.334552,    0.002758,   45.955959
2016-01-13 24:00:00,    4.356622,    0.002758,   45.951507
2016-01-14 24:00:00,    4.379921,    0.002758,   45.947180
2016-01-15 24:00:00,    4.316851,    0.002748,   53.314133
2016-01-16 24:00:00,    4.333472,    0.002748,   53.309655
2016-01-17 24:00:00,    0.639195,    0.000023,    3.580648
2016-01-18 24:00:00,    1.126035,    0.000226,   18.010707
2016-01-19 24:00:00,    3.108774,    0.000268,   14.825270
2016-01-20 24:00:00,    4.362988,    0.000606,   22.385555
2016-01-21 24:00:00,    4.379623,    0.000606,   22.384989
2016-01-22 24:00:00,    4.398376,    0.000606,   22.384429
2016-01-23 24:00:00,    1.931000,    0.000051,  386.670200
2016-01-24 24:00:00,    3.814887,    0.000484,   99.296411
2016-01-25 24:00:00,    4.121441,    0.000474,  102.908247
2016-01-26 24:00:00,    4.148961,    0.000452,  103.389007
2016-01-27 24:00:00,    4.125005,    0.000451,  109.572769
2016-01-28 24:00:00,    5.870975,    0.000150,   55.394335
2016-01-29 24:00:00,    5.647723,    0.000168,   62.290066
2016-01-30 24:00:00,    5.257733,    0.000226,   84.161239
2016-01-31 24:00:00,    5.399546,    0.000316,   90.059792
2016-02-01 24:00:00,    6.274858,    0.000224,   66.635628
2016-02-02 24:00:00,    6.169694,    0.000229,   77.060888
